product_code,order_id,production_order_id,production_code,quantity_production_order,quantity_exported_production_order,time_create,completed_at,time_stock_out
8-GF0007-000-CS-GF,2101,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CMCUOC-WHI-00-AK,2101,1970,PYC-293-THIENDUC,0.320000,0.320000,2022-10-28,2022-10-29,2022-10-29
9-GL500G-000-00-NA,2101,1970,PYC-293-THIENDUC,300.000000,300.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2101,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HCHOAM-000-00-NP,2101,1970,PYC-293-THIENDUC,24.000000,24.000000,2022-10-28,2022-10-29,2022-10-29
9-DANHUA-BLK-35-HO,2101,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2101,1970,PYC-293-THIENDUC,12.000000,12.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-WHI-N0-28,2101,1970,PYC-293-THIENDUC,433.350000,433.350000,2022-10-28,2022-10-29,2022-10-29
3-NH950V-BLK-23-CY,2101,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-664740-Y00-5L-BN,2101,1971,PYC-294-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
9-642218-Y00-3L-BN,2101,1971,PYC-294-THIENDUC,12.000000,12.000000,2022-10-28,2022-10-29,2022-10-29
1-CVAC06-BLK-00-HV,2101,1972,PYC-711-CAT,14.710000,14.710000,2022-10-28,2022-10-29,2022-10-28
1-L03090-WH2-00-DD,2101,1972,PYC-711-CAT,25.360000,25.360000,2022-10-28,2022-10-29,2022-10-28
2-M83200-BLK-00-DI,2101,2025,PYC-729-CAT,10.000000,10.000000,2022-11-02,2022-11-03,2022-11-03
4-CVAC08-WHI-I5-35,2101,2406,PYC-358-THIENDUC,192.600000,210.000000,2022-12-05,2022-12-06,2022-12-05
1-MICRIN-WHI-L1-HV,2101,2157,PYC-778-CAT,8.380000,10.060000,2022-11-15,2022-11-16,2022-11-15
6-NH7000-WHI-00-WW,2102,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM1712-WHI-50-PP,2102,1970,PYC-293-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
7-CM3822-RED-50-PP,2102,1970,PYC-293-THIENDUC,1.000000,1.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0001-000-DE-MX,2102,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0002-000-DE-MX,2102,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0004-000-ST-MX,2102,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HGF001-000-00-GF,2102,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM0BLK-BLK-50-PP,2102,1970,PYC-293-THIENDUC,1.000000,1.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0007-000-CS-GF,2102,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CMCUOC-WHI-00-AK,2102,1970,PYC-293-THIENDUC,0.640000,0.640000,2022-10-28,2022-10-29,2022-10-29
9-GL500G-000-00-NA,2102,1970,PYC-293-THIENDUC,300.000000,300.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2102,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HCHOAM-000-00-NP,2102,1970,PYC-293-THIENDUC,24.000000,24.000000,2022-10-28,2022-10-29,2022-10-29
9-DANHUA-BLK-35-HO,2102,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2102,1970,PYC-293-THIENDUC,12.000000,12.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-WHI-N0-28,2102,1970,PYC-293-THIENDUC,433.350000,433.350000,2022-10-28,2022-10-29,2022-10-29
3-NH950V-BLK-23-CY,2102,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-664740-Y00-5L-BN,2102,1971,PYC-294-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
9-642218-Y00-3L-BN,2102,1971,PYC-294-THIENDUC,12.000000,12.000000,2022-10-28,2022-10-29,2022-10-29
1-CVAC04-SCA-00-HV,2102,1972,PYC-711-CAT,10.590000,10.590000,2022-10-28,2022-10-29,2022-10-28
1-CVAC06-BLK-00-HV,2102,1972,PYC-711-CAT,13.650000,13.650000,2022-10-28,2022-10-29,2022-10-28
1-L03090-WH2-00-DD,2102,1972,PYC-711-CAT,25.360000,25.360000,2022-10-28,2022-10-29,2022-10-28
2-M83200-WHI-00-DI,2102,2025,PYC-729-CAT,10.590000,10.590000,2022-11-02,2022-11-03,2022-11-03
4-CVAC08-WHI-I5-35,2102,2406,PYC-358-THIENDUC,198.000000,210.000000,2022-12-05,2022-12-06,2022-12-05
1-3090IN-WHI-00-DD,2103,2157,PYC-778-CAT,32.000000,23.310000,2022-11-15,2022-11-16,2022-11-15
1-3090IN-WHI-00-DD,2103,2157,PYC-778-CAT,32.000000,8.690000,2022-11-15,2022-11-16,2022-11-15
6-NH7000-BLK-00-WW,2103,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM3822-RED-50-PP,2103,1970,PYC-293-THIENDUC,1.000000,1.000000,2022-10-28,2022-10-29,2022-10-29
7-CM9678-GRY-50-PP,2103,1970,PYC-293-THIENDUC,1.500000,1.500000,2022-10-28,2022-10-29,2022-10-29
8-GF0001-000-DE-MX,2103,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0002-000-DE-MX,2103,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0004-000-ST-MX,2103,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HGF001-000-00-GF,2103,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM0BLK-BLK-50-PP,2103,1970,PYC-293-THIENDUC,3.000000,1.540000,2022-10-28,2022-10-29,2022-10-29
7-CM0BLK-BLK-50-PP,2103,1970,PYC-293-THIENDUC,3.000000,1.460000,2022-10-28,2022-10-29,2022-10-29
8-GF0007-000-CS-GF,2103,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-GL500G-000-00-NA,2103,1970,PYC-293-THIENDUC,300.000000,300.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2103,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HCHOAM-000-00-NP,2103,1970,PYC-293-THIENDUC,24.000000,24.000000,2022-10-28,2022-10-29,2022-10-29
9-DANHUA-BLK-35-HO,2103,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2103,1970,PYC-293-THIENDUC,12.000000,12.000000,2022-10-28,2022-10-29,2022-10-29
3-NH950V-BLK-23-CY,2103,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-BLK-N0-28,2103,1970,PYC-293-THIENDUC,433.350000,433.350000,2022-10-28,2022-10-29,2022-10-29
9-664740-Y00-5L-BN,2103,1971,PYC-294-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
9-642218-Y00-3L-BN,2103,1971,PYC-294-THIENDUC,12.000000,12.000000,2022-10-28,2022-10-29,2022-10-29
4-CVAC06-BLK-O6-35,2103,1971,PYC-294-THIENDUC,192.600000,192.600000,2022-10-28,2022-10-29,2022-10-29
1-CVAC04-SCA-00-HV,2103,1972,PYC-711-CAT,10.590000,10.590000,2022-10-28,2022-10-29,2022-10-28
1-CVAC06-BLK-00-HV,2103,1972,PYC-711-CAT,13.650000,13.650000,2022-10-28,2022-10-29,2022-10-28
2-M83200-BLK-00-DI,2103,2025,PYC-729-CAT,10.200000,10.200000,2022-11-02,2022-11-03,2022-11-03
6-NH7000-BLK-00-WW,2104,1970,PYC-293-THIENDUC,505.000000,505.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0001-000-DE-MX,2104,1970,PYC-293-THIENDUC,505.000000,505.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0002-000-DE-MX,2104,1970,PYC-293-THIENDUC,505.000000,505.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0004-000-ST-MX,2104,1970,PYC-293-THIENDUC,505.000000,505.000000,2022-10-28,2022-10-29,2022-10-29
9-HGF001-000-00-GF,2104,1970,PYC-293-THIENDUC,505.000000,505.000000,2022-10-28,2022-10-29,2022-10-29
7-CM0BLK-BLK-50-PP,2104,1970,PYC-293-THIENDUC,6.000000,6.000000,2022-10-28,2022-10-29,2022-10-29
9-GL500G-000-00-NA,2104,1970,PYC-293-THIENDUC,500.000000,500.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2104,1970,PYC-293-THIENDUC,505.000000,505.000000,2022-10-28,2022-10-29,2022-10-29
9-HCHOAM-000-00-NP,2104,1970,PYC-293-THIENDUC,60.000000,60.000000,2022-10-28,2022-10-29,2022-10-29
9-DANHUA-BLK-35-HO,2104,1970,PYC-293-THIENDUC,505.000000,505.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2104,1970,PYC-293-THIENDUC,30.000000,30.000000,2022-10-28,2022-10-29,2022-10-29
3-NH2302-BLK-23-CY,2104,1970,PYC-293-THIENDUC,505.000000,505.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-BLK-N0-28,2104,1970,PYC-293-THIENDUC,708.750000,708.750000,2022-10-28,2022-10-29,2022-10-29
9-642216-Y00-3L-BN,2104,1971,PYC-294-THIENDUC,30.000000,30.000000,2022-10-28,2022-10-29,2022-10-29
9-664752-Y00-5L-BN,2104,1971,PYC-294-THIENDUC,5.000000,5.000000,2022-10-28,2022-10-29,2022-10-29
4-CVAC06-BLK-O6-35,2104,1971,PYC-294-THIENDUC,315.000000,315.000000,2022-10-28,2022-10-29,2022-10-29
1-CVAC06-BLK-00-HV,2104,1972,PYC-711-CAT,35.440000,35.440000,2022-10-28,2022-10-29,2022-10-28
2-M83200-BLK-00-DI,2104,2025,PYC-729-CAT,16.660000,16.660000,2022-11-02,2022-11-03,2022-11-03
1-3090IN-WHI-00-DD,2104,2157,PYC-778-CAT,52.200000,23.310000,2022-11-15,2022-11-16,2022-11-15
1-3090IN-WHI-00-DD,2104,2157,PYC-778-CAT,52.200000,28.890000,2022-11-15,2022-11-16,2022-11-15
2-M83200-BLK-00-DI,2105,2231,PYC-814-CAT,10.000000,10.000000,2022-11-18,2022-11-19,2022-11-18
6-NH7000-BLK-00-WW,2105,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM9870-GRY-50-PP,2105,1970,PYC-293-THIENDUC,2.000000,2.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0001-000-DE-MX,2105,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0002-000-DE-MX,2105,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0004-000-ST-MX,2105,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HGF001-000-00-GF,2105,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM0BLK-BLK-50-PP,2105,1970,PYC-293-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
9-GL500G-000-00-NA,2105,1970,PYC-293-THIENDUC,300.000000,300.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2105,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HCHOAM-000-00-NP,2105,1970,PYC-293-THIENDUC,36.000000,36.000000,2022-10-28,2022-10-29,2022-10-29
9-DANHUA-BLK-35-HO,2105,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2105,1970,PYC-293-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
3-NH2302-BLK-23-CY,2105,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-BLK-N0-28,2105,1970,PYC-293-THIENDUC,433.350000,433.350000,2022-10-28,2022-10-29,2022-10-29
9-642216-Y00-3L-BN,2105,1971,PYC-294-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
9-664752-Y00-5L-BN,2105,1971,PYC-294-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
4-CVAC06-BLK-O6-35,2105,1971,PYC-294-THIENDUC,192.600000,192.600000,2022-10-28,2022-10-29,2022-10-29
1-CVAC09-GRP-00-HV,2105,1972,PYC-711-CAT,21.680000,21.680000,2022-10-28,2022-10-29,2022-10-28
1-L03090-BL2-07-DD,2105,1972,PYC-711-CAT,25.360000,25.360000,2022-10-28,2022-10-29,2022-10-28
6-NH7000-BLK-00-WW,2106,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0001-000-DE-MX,2106,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0002-000-DE-MX,2106,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0004-000-ST-MX,2106,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HGF001-000-00-GF,2106,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM0BLK-BLK-50-PP,2106,1970,PYC-293-THIENDUC,4.010000,4.010000,2022-10-28,2022-10-29,2022-10-29
9-GL500G-000-00-NA,2106,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2106,1970,PYC-293-THIENDUC,309.000000,309.000000,2022-10-28,2022-10-29,2022-10-29
9-HCHOAM-000-00-NP,2106,1970,PYC-293-THIENDUC,36.000000,36.000000,2022-10-28,2022-10-29,2022-10-29
9-DANHUA-BLK-35-HO,2106,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2106,1970,PYC-293-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
3-NH2302-BLK-23-CY,2106,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-BLK-N0-28,2106,1970,PYC-293-THIENDUC,433.350000,433.350000,2022-10-28,2022-10-29,2022-10-29
9-642216-Y00-3L-BN,2106,1971,PYC-294-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
9-664752-Y00-5L-BN,2106,1971,PYC-294-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
4-CVAC06-BLK-O6-35,2106,1971,PYC-294-THIENDUC,192.600000,192.600000,2022-10-28,2022-10-29,2022-10-29
1-CVAC06-BLK-00-HV,2106,1972,PYC-711-CAT,21.680000,21.680000,2022-10-28,2022-10-29,2022-10-28
1-3090IN-WHI-00-DD,2106,2157,PYC-778-CAT,32.040000,32.040000,2022-11-15,2022-11-16,2022-11-15
2-M83200-BLK-00-DI,2106,2231,PYC-814-CAT,10.200000,10.200000,2022-11-18,2022-11-19,2022-11-18
8-GF0009-000-00-GF,2107,2142,PYC-323-THIENDUC,303.000000,303.000000,2022-11-14,2022-11-15,2022-11-16
1-3090IN-WHI-00-DD,2107,2157,PYC-778-CAT,32.040000,32.040000,2022-11-15,2022-11-16,2022-11-15
6-NH7000-PNK-00-WW,2107,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM1712-WHI-50-PP,2107,1970,PYC-293-THIENDUC,1.000000,1.000000,2022-10-28,2022-10-29,2022-10-29
7-CM3115-LPN-50-PP,2107,1970,PYC-293-THIENDUC,2.000000,2.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0001-000-DE-MX,2107,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0002-000-DE-MX,2107,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0004-000-ST-MX,2107,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HGF001-000-00-GF,2107,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM0BLK-BLK-50-PP,2107,1970,PYC-293-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
9-GL500G-000-00-NA,2107,1970,PYC-293-THIENDUC,300.000000,300.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2107,1970,PYC-293-THIENDUC,309.000000,309.000000,2022-10-28,2022-10-29,2022-10-29
9-HCHOAM-000-00-NP,2107,1970,PYC-293-THIENDUC,36.000000,36.000000,2022-10-28,2022-10-29,2022-10-29
9-DANHUA-BLK-35-HO,2107,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2107,1970,PYC-293-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
3-NH0675-WHI-23-CY,2107,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-BLK-N0-28,2107,1970,PYC-293-THIENDUC,433.350000,433.350000,2022-10-28,2022-10-29,2022-10-29
9-642216-Y00-3L-BN,2107,1971,PYC-294-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
9-664752-Y00-5L-BN,2107,1971,PYC-294-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
4-CVAC06-BLK-O6-35,2107,1971,PYC-294-THIENDUC,192.600000,192.600000,2022-10-28,2022-10-29,2022-10-29
1-CVAC06-BLK-00-HV,2107,1972,PYC-711-CAT,6.680000,6.680000,2022-10-28,2022-10-29,2022-10-28
1-CVAC08-WHI-00-HV,2107,1972,PYC-711-CAT,9.900000,9.900000,2022-10-28,2022-10-29,2022-10-28
1-CVAC16-PNK-00-HV,2107,1972,PYC-711-CAT,6.970000,6.970000,2022-10-28,2022-10-29,2022-10-28
2-M83200-WHI-00-DI,2107,2025,PYC-729-CAT,10.200000,10.200000,2022-11-02,2022-11-03,2022-11-03
6-NH7000-WHI-00-WW,2108,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM6123-GRN-50-PP,2108,1970,PYC-293-THIENDUC,1.500000,1.500000,2022-10-28,2022-10-29,2022-10-29
8-GF0001-000-DE-MX,2108,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0002-000-DE-MX,2108,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0004-000-ST-MX,2108,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HGF001-000-00-GF,2108,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM0BLK-BLK-50-PP,2108,1970,PYC-293-THIENDUC,1.500000,1.500000,2022-10-28,2022-10-29,2022-10-29
9-GL500G-000-00-NA,2108,1970,PYC-293-THIENDUC,300.000000,300.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2108,1970,PYC-293-THIENDUC,309.000000,309.000000,2022-10-28,2022-10-29,2022-10-29
9-HCHOAM-000-00-NP,2108,1970,PYC-293-THIENDUC,36.000000,36.000000,2022-10-28,2022-10-29,2022-10-29
9-DANHUA-BLK-35-HO,2108,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2108,1970,PYC-293-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
3-NH0675-WHI-23-CY,2108,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-BLK-N0-28,2108,1970,PYC-293-THIENDUC,433.350000,433.350000,2022-10-28,2022-10-29,2022-10-29
9-642216-Y00-3L-BN,2108,1971,PYC-294-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
9-664752-Y00-5L-BN,2108,1971,PYC-294-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
4-CVAC06-BLK-O6-35,2108,1971,PYC-294-THIENDUC,192.600000,192.600000,2022-10-28,2022-10-29,2022-10-29
1-CVAC40-VGO-00-HV,2108,1972,PYC-711-CAT,13.650000,13.650000,2022-10-28,2022-10-29,2022-10-28
7-CM6123-GRN-50-PP,2108,2135,PYC-318-THIENDUC,1.500000,1.500000,2022-11-12,2022-11-14,2022-11-12
7-CM8357-BGE-50-PP,2108,2135,PYC-318-THIENDUC,1.500000,1.500000,2022-11-12,2022-11-14,2022-11-12
1-THUPIN-WHI-L1-AT,2108,2157,PYC-778-CAT,2.000000,2.000000,2022-11-15,2022-11-16,2022-11-15
1-3090IN-WHI-00-DD,2108,2157,PYC-778-CAT,32.040000,32.040000,2022-11-15,2022-11-16,2022-11-15
1-THUPIN-WHI-M5-AT,2108,2221,PYC-808-CAT,13.000000,13.000000,2022-11-18,2022-11-19,2022-11-19
7-CM6123-GRN-50-PP,2109,2135,PYC-318-THIENDUC,1.500000,1.500000,2022-11-12,2022-11-14,2022-11-12
1-3090IN-WHI-00-DD,2109,2157,PYC-778-CAT,32.040000,26.990000,2022-11-15,2022-11-16,2022-11-15
1-3090IN-WHI-00-DD,2109,2157,PYC-778-CAT,32.040000,5.050000,2022-11-15,2022-11-16,2022-11-15
1-THUPIN-WHI-M5-AT,2109,2221,PYC-808-CAT,13.000000,13.000000,2022-11-18,2022-11-19,2022-11-19
6-NH7000-BLK-00-WW,2109,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM3115-LPN-50-PP,2109,1970,PYC-293-THIENDUC,1.000000,1.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0001-000-DE-MX,2109,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0002-000-DE-MX,2109,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
8-GF0004-000-ST-MX,2109,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-HGF001-000-00-GF,2109,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
7-CM0BLK-BLK-50-PP,2109,1970,PYC-293-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
9-GL500G-000-00-NA,2109,1970,PYC-293-THIENDUC,300.000000,300.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2109,1970,PYC-293-THIENDUC,309.000000,309.000000,2022-10-28,2022-10-29,2022-10-29
9-HCHOAM-000-00-NP,2109,1970,PYC-293-THIENDUC,36.000000,36.000000,2022-10-28,2022-10-29,2022-10-29
9-DANHUA-BLK-35-HO,2109,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2109,1970,PYC-293-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
3-NH0675-BLK-23-CY,2109,1970,PYC-293-THIENDUC,303.000000,303.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-BLK-N0-28,2109,1970,PYC-293-THIENDUC,433.350000,433.350000,2022-10-28,2022-10-29,2022-10-29
9-642216-Y00-3L-BN,2109,1971,PYC-294-THIENDUC,18.000000,18.000000,2022-10-28,2022-10-29,2022-10-29
9-664752-Y00-5L-BN,2109,1971,PYC-294-THIENDUC,3.000000,3.000000,2022-10-28,2022-10-29,2022-10-29
4-CVAC06-BLK-O6-35,2109,1971,PYC-294-THIENDUC,192.600000,192.600000,2022-10-28,2022-10-29,2022-10-29
1-CVAC06-BLK-00-HV,2109,1972,PYC-711-CAT,13.650000,13.650000,2022-10-28,2022-10-29,2022-10-28
1-THUNP0-BLK-L2-AT,2109,2000,PYC-721-CAT,1.930000,2.000000,2022-10-31,2022-11-01,2022-10-31
7-CM8654-GRN-50-PP,2110,1982,PYC-686-PHOI,2.000000,2.000000,2022-10-28,2022-10-29,2022-10-29
8-DY0002-000-DE-MX,2110,1982,PYC-686-PHOI,102.000000,102.000000,2022-10-28,2022-10-29,2022-10-29
9-NS3C02-000-00-NT,2110,1982,PYC-686-PHOI,104.000000,104.000000,2022-10-28,2022-10-29,2022-10-29
9-B03680-WHI-00-HN,2110,1982,PYC-686-PHOI,4.000000,4.000000,2022-10-28,2022-10-29,2022-10-29
4-KATE00-CPR-N0-28,2110,1982,PYC-686-PHOI,149.990000,149.990000,2022-10-28,2022-10-29,2022-10-29
3-NH0675-BLK-23-CY,2110,1982,PYC-686-PHOI,102.000000,102.000000,2022-10-28,2022-10-29,2022-10-29
9-GLNDYC-000-IN-TL,2110,1982,PYC-686-PHOI,101.000000,101.000000,2022-10-28,2022-10-29,2022-10-29
6-NH7000-OLI-00-WW,2110,1982,PYC-686-PHOI,102.000000,102.000000,2022-10-28,2022-10-29,2022-10-29
1-L03090-OLI-44-DD,2110,2053,PYC-736-CAT,8.670000,8.670000,2022-11-04,2022-11-05,2022-11-05
1-SUEDE0-DOL-V1-TQ,2110,2053,PYC-736-CAT,2.940000,2.940000,2022-11-04,2022-11-05,2022-11-05
1-SUEDE0-DOL-L2-TQ,2110,2053,PYC-736-CAT,4.770000,5.100000,2022-11-04,2022-11-05,2022-11-05
4-SUEDE0-DOL-DL-30,2110,2117,PYC-756-PHOI,66.660000,66.660000,2022-11-11,2022-11-12,2022-11-11
2-M83200-BLK-00-DI,2110,2231,PYC-814-CAT,3.430000,3.430000,2022-11-18,2022-11-19,2022-11-18
1-3090IN-WHI-00-DD,2111,2155,PYC-777-CAT,8.690000,8.690000,2022-11-15,2022-11-16,2022-11-15
2-M83200-BLK-00-DI,2111,2231,PYC-814-CAT,3.400000,3.400000,2022-11-18,2022-11-19,2022-11-18
6-NH7000-BLK-00-WW,2111,1999,PYC-697-PHOI,101.000000,101.000000,2022-10-31,2022-11-01,2022-10-31
8-DY0002-000-DE-MX,2111,1999,PYC-697-PHOI,101.000000,101.000000,2022-10-31,2022-11-01,2022-10-31
8-DY0009-000-DE-MX,2111,1999,PYC-697-PHOI,101.000000,101.000000,2022-10-31,2022-11-01,2022-10-31
7-CM2479-GYL-50-PP,2111,1999,PYC-697-PHOI,0.480000,0.300000,2022-10-31,2022-11-01,2022-10-31
7-CM2479-GYL-50-PP,2111,1999,PYC-697-PHOI,0.480000,0.180000,2022-10-31,2022-11-01,2022-10-31
