position,total_quota,parent_product,order_code,product_code,order_quota
Khóa,606.000000,2490,TTDKTY-220525-XX530-Fandango Pink-Blank,6-NHCD20-BLK-00-NC,1.000000
Chỉ may,6.000000,3347,TTDKTY-220525-XX530-Fandango Pink-Blank,7-CM3673-PNK-50-PP,0.010000
Chỉ  viền,2.000000,3318,TTDKTY-220525-XX530-Fandango Pink-Blank,7-CM1712-WHI-50-PP,0.003400
Chỉ đai,4.000000,3645,TTDKTY-220525-XX530-Fandango Pink-Blank,7-CM9631-GRY-50-PP,0.006600
Sticker két,606.000000,9045,TTDKTY-220525-XX530-Fandango Pink-Blank,9-STA003-000-00-TL,1.000000
Giấy lót nón,606.000000,6199,TTDKTY-220525-XX530-Fandango Pink-Blank,9-GL350G-000-00-NA,1.000000
Bao nylon,12.000000,6740,TTDKTY-220525-XX530-Fandango Pink-Blank,9-B36100-WHI-00-HN,0.020000
Thùng lớn,3.000000,6789,TTDKTY-220525-XX530-Fandango Pink-Blank,9-804737-Y00-5L-BN,0.005000
Mặt,13.500000,1305,TTDKTY-220525-SG530-Violet-Blank,1-P2585Q-VIO-L3-EV,0.020500
Hông,13.900000,1305,TTDKTY-220525-SG530-Violet-Blank,1-P2585Q-VIO-L3-EV,0.021000
Đuôi,14.500000,1305,TTDKTY-220525-SG530-Violet-Blank,1-P2585Q-VIO-L3-EV,0.022000
Dây khóa,5.300000,1305,TTDKTY-220525-SG530-Violet-Blank,1-P2585Q-VIO-L3-EV,0.008000
Két trên+Nút,12.700000,1305,TTDKTY-220525-SG530-Violet-Blank,1-P2585Q-VIO-L3-EV,0.019300
Két dưới,10.000000,1305,TTDKTY-220525-SG530-Violet-Blank,1-P2585Q-VIO-L3-EV,0.015200
Đai,396.000000,8382,TTDKTY-220525-SG530-Violet-Blank,4-THUNME-PEW-DW-30,0.600000
Viền,891.000000,6885,TTDKTY-220525-SG530-Violet-Blank,4-KATE00-WHI-N0-28,1.350000
Nút,606.000000,8399,TTDKTY-220525-SG530-Violet-Blank,9-N3TP00-SIL-00-CA,1.000000
Két nhựa,606.000000,7629,TTDKTY-220525-SG530-Violet-Blank,3-NH9452-WHI-23-CY,1.000000
Dây size,378.000000,3989,TTDKTY-220525-SG530-Violet-Blank,5-DAFELT-WHI-07-TA,0.600000
Khóa phối,606.000000,2543,TTDKTY-220525-SG530-Violet-Blank,6-KHOENN-TRO-15-HO,1.000000
Dây phối,337.000000,3921,TTDKTY-220525-SG530-Violet-Blank,5-DA2011-VIO-05-PI,0.540000
Khóa gai,56.200000,6600,TTDKTY-220525-SG530-Violet-Blank,9-GDATMG-WHI-20-AN,0.090000
Khóa bông,43.700000,6599,TTDKTY-220525-SG530-Violet-Blank,9-GDATMB-WHI-20-AN,0.070000
Nhãn ép nhiệt,606.000000,5733,TTDKTY-220525-SG530-Violet-Blank,8-TA0140-000-EN-TG,1.000000
Khóa,606.000000,2490,TTDKTY-220525-SG530-Violet-Blank,6-NHCD20-BLK-00-NC,1.000000
Chỉ may,6.000000,5778,TTDKTY-220525-SG530-Violet-Blank,7-CAV45Q-VIO-50-PP,0.010000
Chỉ viền,2.000000,3318,TTDKTY-220525-SG530-Violet-Blank,7-CM1712-WHI-50-PP,0.003400
Chỉ đai,4.000000,3645,TTDKTY-220525-SG530-Violet-Blank,7-CM9631-GRY-50-PP,0.006600
Giấy lót nón,606.000000,6199,TTDKTY-220525-SG530-Violet-Blank,9-GL350G-000-00-NA,1.000000
Sticker két,606.000000,9045,TTDKTY-220525-SG530-Violet-Blank,9-STA003-000-00-TL,1.000000
Bao nylon,12.000000,6740,TTDKTY-220525-SG530-Violet-Blank,9-B36100-WHI-00-HN,0.020000
Thùng lớn,3.000000,6789,TTDKTY-220525-SG530-Violet-Blank,9-804737-Y00-5L-BN,0.005000
Mặt,13.500000,1233,TTDKTY-220525-SG530-Aqua-Blank,1-P2585Q-AQA-L3-EV,0.020500
Hông,13.900000,1233,TTDKTY-220525-SG530-Aqua-Blank,1-P2585Q-AQA-L3-EV,0.021000
Đuôi,14.500000,1233,TTDKTY-220525-SG530-Aqua-Blank,1-P2585Q-AQA-L3-EV,0.022000
Dây khóa,5.300000,1233,TTDKTY-220525-SG530-Aqua-Blank,1-P2585Q-AQA-L3-EV,0.008000
Két trên+Nút,12.700000,1233,TTDKTY-220525-SG530-Aqua-Blank,1-P2585Q-AQA-L3-EV,0.019300
Két dưới,10.000000,1233,TTDKTY-220525-SG530-Aqua-Blank,1-P2585Q-AQA-L3-EV,0.015200
Đai,396.000000,8382,TTDKTY-220525-SG530-Aqua-Blank,4-THUNME-PEW-DW-30,0.600000
Viền,891.000000,6885,TTDKTY-220525-SG530-Aqua-Blank,4-KATE00-WHI-N0-28,1.350000
Nút,606.000000,8399,TTDKTY-220525-SG530-Aqua-Blank,9-N3TP00-SIL-00-CA,1.000000
Két nhựa,606.000000,7629,TTDKTY-220525-SG530-Aqua-Blank,3-NH9452-WHI-23-CY,1.000000
Dây size,378.000000,3989,TTDKTY-220525-SG530-Aqua-Blank,5-DAFELT-WHI-07-TA,0.600000
Khóa phối,606.000000,2543,TTDKTY-220525-SG530-Aqua-Blank,6-KHOENN-TRO-15-HO,1.000000
Dây phối,337.000000,3934,TTDKTY-220525-SG530-Aqua-Blank,5-DA2011-AQA-05-PI,0.540000
Khóa gai,56.200000,6600,TTDKTY-220525-SG530-Aqua-Blank,9-GDATMG-WHI-20-AN,0.090000
Khóa bông,43.700000,6599,TTDKTY-220525-SG530-Aqua-Blank,9-GDATMB-WHI-20-AN,0.070000
Nhãn ép nhiệt,606.000000,5733,TTDKTY-220525-SG530-Aqua-Blank,8-TA0140-000-EN-TG,1.000000
Khóa,606.000000,2490,TTDKTY-220525-SG530-Aqua-Blank,6-NHCD20-BLK-00-NC,1.000000
Chỉ may,6.000000,5776,TTDKTY-220525-SG530-Aqua-Blank,7-CEJ71R-AQA-50-PP,0.010000
Chỉ  viền,2.000000,3318,TTDKTY-220525-SG530-Aqua-Blank,7-CM1712-WHI-50-PP,0.003400
Chỉ đai,4.000000,3645,TTDKTY-220525-SG530-Aqua-Blank,7-CM9631-GRY-50-PP,0.006600
Sticker két,606.000000,9045,TTDKTY-220525-SG530-Aqua-Blank,9-STA003-000-00-TL,1.000000
Giấy lót nón,600.000000,6199,TTDKTY-220525-SG530-Aqua-Blank,9-GL350G-000-00-NA,1.000000
Bao nylon,12.000000,6740,TTDKTY-220525-SG530-Aqua-Blank,9-B36100-WHI-00-HN,0.020000
Thùng lớn,3.000000,6789,TTDKTY-220525-SG530-Aqua-Blank,9-804737-Y00-5L-BN,0.005000
Mặt,13.500000,1310,TTDKTY-220525-SG530-White-Blank,1-P2585Q-WHI-L3-EV,0.020500
Hông,13.900000,1310,TTDKTY-220525-SG530-White-Blank,1-P2585Q-WHI-L3-EV,0.021000
Đuôi,14.500000,1310,TTDKTY-220525-SG530-White-Blank,1-P2585Q-WHI-L3-EV,0.022000
Dây khóa,5.300000,1310,TTDKTY-220525-SG530-White-Blank,1-P2585Q-WHI-L3-EV,0.008000
Két trên+Nút,12.700000,1310,TTDKTY-220525-SG530-White-Blank,1-P2585Q-WHI-L3-EV,0.019300
Két dưới,10.000000,1310,TTDKTY-220525-SG530-White-Blank,1-P2585Q-WHI-L3-EV,0.015200
Đai,396.000000,8382,TTDKTY-220525-SG530-White-Blank,4-THUNME-PEW-DW-30,0.600000
Viền,891.000000,6885,TTDKTY-220525-SG530-White-Blank,4-KATE00-WHI-N0-28,1.350000
Nút,606.000000,8399,TTDKTY-220525-SG530-White-Blank,9-N3TP00-SIL-00-CA,1.000000
Két nhựa,606.000000,7629,TTDKTY-220525-SG530-White-Blank,3-NH9452-WHI-23-CY,1.000000
Dây size,378.000000,3989,TTDKTY-220525-SG530-White-Blank,5-DAFELT-WHI-07-TA,0.600000
Khóa phối,606.000000,2542,TTDKTY-220525-SG530-White-Blank,6-KHOENN-WHI-15-HO,1.000000
Dây phối,337.000000,3894,TTDKTY-220525-SG530-White-Blank,5-DA2011-WHI-05-PI,0.540000
Khóa gai,56.200000,6600,TTDKTY-220525-SG530-White-Blank,9-GDATMG-WHI-20-AN,0.090000
Khóa bông,43.700000,6599,TTDKTY-220525-SG530-White-Blank,9-GDATMB-WHI-20-AN,0.070000
Nhãn ép nhiệt,606.000000,5733,TTDKTY-220525-SG530-White-Blank,8-TA0140-000-EN-TG,1.000000
Khóa,606.000000,2492,TTDKTY-220525-SG530-White-Blank,6-NHCD20-WHI-00-NC,1.000000
Chỉ may,6.000000,3318,TTDKTY-220525-SG530-White-Blank,7-CM1712-WHI-50-PP,0.010000
Chỉ  viền,2.000000,3318,TTDKTY-220525-SG530-White-Blank,7-CM1712-WHI-50-PP,0.003400
Chỉ Đai,4.000000,3645,TTDKTY-220525-SG530-White-Blank,7-CM9631-GRY-50-PP,0.006600
Sticker két,606.000000,9045,TTDKTY-220525-SG530-White-Blank,9-STA003-000-00-TL,1.000000
Giấy lót nón,606.000000,6199,TTDKTY-220525-SG530-White-Blank,9-GL350G-000-00-NA,1.000000
Bao nylon,12.000000,6740,TTDKTY-220525-SG530-White-Blank,9-B36100-WHI-00-HN,0.020000
Thùng lớn,3.000000,6789,TTDKTY-220525-SG530-White-Blank,9-804737-Y00-5L-BN,0.005000
Mặt,13.500000,1246,TTDKTY-220525-SG530-Blush Gray-Blank,1-P2585Q-BGR-L3-EV,0.020500
Hông,13.900000,1246,TTDKTY-220525-SG530-Blush Gray-Blank,1-P2585Q-BGR-L3-EV,0.021000
Đuôi,14.500000,1246,TTDKTY-220525-SG530-Blush Gray-Blank,1-P2585Q-BGR-L3-EV,0.022000
Dây khóa,5.300000,1246,TTDKTY-220525-SG530-Blush Gray-Blank,1-P2585Q-BGR-L3-EV,0.008000
Két trên+Nút,12.700000,1246,TTDKTY-220525-SG530-Blush Gray-Blank,1-P2585Q-BGR-L3-EV,0.019300
Két dưới,10.000000,1246,TTDKTY-220525-SG530-Blush Gray-Blank,1-P2585Q-BGR-L3-EV,0.015200
Đai,396.000000,8382,TTDKTY-220525-SG530-Blush Gray-Blank,4-THUNME-PEW-DW-30,0.600000
Viền,891.000000,6885,TTDKTY-220525-SG530-Blush Gray-Blank,4-KATE00-WHI-N0-28,1.350000
Nút,606.000000,8399,TTDKTY-220525-SG530-Blush Gray-Blank,9-N3TP00-SIL-00-CA,1.000000
Két nhựa,606.000000,7629,TTDKTY-220525-SG530-Blush Gray-Blank,3-NH9452-WHI-23-CY,1.000000
Dây size,378.000000,3989,TTDKTY-220525-SG530-Blush Gray-Blank,5-DAFELT-WHI-07-TA,0.600000
Khóa phối,606.000000,2543,TTDKTY-220525-SG530-Blush Gray-Blank,6-KHOENN-TRO-15-HO,1.000000
Dây phối,337.000000,3919,TTDKTY-220525-SG530-Blush Gray-Blank,5-DA2011-BGR-05-PI,0.540000
Khóa gai,56.200000,6600,TTDKTY-220525-SG530-Blush Gray-Blank,9-GDATMG-WHI-20-AN,0.090000
Khóa bông,43.700000,6599,TTDKTY-220525-SG530-Blush Gray-Blank,9-GDATMB-WHI-20-AN,0.070000
Nhãn ép nhiệt,606.000000,5733,TTDKTY-220525-SG530-Blush Gray-Blank,8-TA0140-000-EN-TG,1.000000
Khóa,606.000000,2490,TTDKTY-220525-SG530-Blush Gray-Blank,6-NHCD20-BLK-00-NC,1.000000
Chỉ may,6.000000,3440,TTDKTY-220525-SG530-Blush Gray-Blank,7-CM6377-MIN-50-PP,0.010000
Chỉ viền,2.000000,3318,TTDKTY-220525-SG530-Blush Gray-Blank,7-CM1712-WHI-50-PP,0.003400
Chỉ Đai,4.000000,3645,TTDKTY-220525-SG530-Blush Gray-Blank,7-CM9631-GRY-50-PP,0.006600
Sticker két,606.000000,9045,TTDKTY-220525-SG530-Blush Gray-Blank,9-STA003-000-00-TL,1.000000
Giấy lót nón,606.000000,6199,TTDKTY-220525-SG530-Blush Gray-Blank,9-GL350G-000-00-NA,1.000000
Bao nylon,12.000000,6740,TTDKTY-220525-SG530-Blush Gray-Blank,9-B36100-WHI-00-HN,0.020000
Thùng lớn,3.000000,6789,TTDKTY-220525-SG530-Blush Gray-Blank,9-804737-Y00-5L-BN,0.005000
Mặt,13.500000,1262,TTDKTY-220525-SG530-Fandango Pink-Blank,1-P2585Q-FPK-L3-EV,0.020500
Hông,13.900000,1262,TTDKTY-220525-SG530-Fandango Pink-Blank,1-P2585Q-FPK-L3-EV,0.021000
Đuôi,14.500000,1262,TTDKTY-220525-SG530-Fandango Pink-Blank,1-P2585Q-FPK-L3-EV,0.022000
Dây khóa,5.300000,1262,TTDKTY-220525-SG530-Fandango Pink-Blank,1-P2585Q-FPK-L3-EV,0.008000
Két trên+Nút,12.700000,1262,TTDKTY-220525-SG530-Fandango Pink-Blank,1-P2585Q-FPK-L3-EV,0.019300
Két dưới,10.000000,1262,TTDKTY-220525-SG530-Fandango Pink-Blank,1-P2585Q-FPK-L3-EV,0.015200
Đai,396.000000,8382,TTDKTY-220525-SG530-Fandango Pink-Blank,4-THUNME-PEW-DW-30,0.600000
Viền,891.000000,6885,TTDKTY-220525-SG530-Fandango Pink-Blank,4-KATE00-WHI-N0-28,1.350000
Nút,606.000000,8399,TTDKTY-220525-SG530-Fandango Pink-Blank,9-N3TP00-SIL-00-CA,1.000000
Két nhựa,606.000000,7629,TTDKTY-220525-SG530-Fandango Pink-Blank,3-NH9452-WHI-23-CY,1.000000
Dây size,378.000000,3989,TTDKTY-220525-SG530-Fandango Pink-Blank,5-DAFELT-WHI-07-TA,0.600000
Khóa phối,606.000000,2543,TTDKTY-220525-SG530-Fandango Pink-Blank,6-KHOENN-TRO-15-HO,1.000000
Dây phối,337.000000,3897,TTDKTY-220525-SG530-Fandango Pink-Blank,5-DA2011-FPK-05-PI,0.540000
Khóa gai,56.200000,6600,TTDKTY-220525-SG530-Fandango Pink-Blank,9-GDATMG-WHI-20-AN,0.090000
Khóa bông,43.700000,6599,TTDKTY-220525-SG530-Fandango Pink-Blank,9-GDATMB-WHI-20-AN,0.070000
Nhãn ép nhiệt,606.000000,5733,TTDKTY-220525-SG530-Fandango Pink-Blank,8-TA0140-000-EN-TG,1.000000
Khóa,606.000000,2490,TTDKTY-220525-SG530-Fandango Pink-Blank,6-NHCD20-BLK-00-NC,1.000000
Chỉ may,6.000000,3347,TTDKTY-220525-SG530-Fandango Pink-Blank,7-CM3673-PNK-50-PP,0.010000
Chỉ viền,2.000000,3318,TTDKTY-220525-SG530-Fandango Pink-Blank,7-CM1712-WHI-50-PP,0.003400
Chỉ đai,4.000000,3645,TTDKTY-220525-SG530-Fandango Pink-Blank,7-CM9631-GRY-50-PP,0.006600
Sticker két,606.000000,9045,TTDKTY-220525-SG530-Fandango Pink-Blank,9-STA003-000-00-TL,1.000000
Giấy lót nón,606.000000,6199,TTDKTY-220525-SG530-Fandango Pink-Blank,9-GL350G-000-00-NA,1.000000
Bao nylon,12.000000,6740,TTDKTY-220525-SG530-Fandango Pink-Blank,9-B36100-WHI-00-HN,0.020000
Thùng lớn,3.000000,6789,TTDKTY-220525-SG530-Fandango Pink-Blank,9-804737-Y00-5L-BN,0.005000
Mặt,13.500000,1243,TTDKTY-220525-SG530-Blush-Blank,1-P2585Q-LUS-L3-EV,0.020500
Hông,13.900000,1243,TTDKTY-220525-SG530-Blush-Blank,1-P2585Q-LUS-L3-EV,0.021000
Đuôi,14.500000,1243,TTDKTY-220525-SG530-Blush-Blank,1-P2585Q-LUS-L3-EV,0.022000
Dây khóa,5.300000,1243,TTDKTY-220525-SG530-Blush-Blank,1-P2585Q-LUS-L3-EV,0.008000
Két trên+Nút,12.700000,1243,TTDKTY-220525-SG530-Blush-Blank,1-P2585Q-LUS-L3-EV,0.019300
Két dưới,10.000000,1243,TTDKTY-220525-SG530-Blush-Blank,1-P2585Q-LUS-L3-EV,0.015200
Đai,396.000000,8382,TTDKTY-220525-SG530-Blush-Blank,4-THUNME-PEW-DW-30,0.600000
Viền,891.000000,6885,TTDKTY-220525-SG530-Blush-Blank,4-KATE00-WHI-N0-28,1.350000
Nút,606.000000,8399,TTDKTY-220525-SG530-Blush-Blank,9-N3TP00-SIL-00-CA,1.000000
Két nhựa,606.000000,7629,TTDKTY-220525-SG530-Blush-Blank,3-NH9452-WHI-23-CY,1.000000
Dây size,378.000000,3989,TTDKTY-220525-SG530-Blush-Blank,5-DAFELT-WHI-07-TA,0.600000
Khóa phối,606.000000,2543,TTDKTY-220525-SG530-Blush-Blank,6-KHOENN-TRO-15-HO,1.000000
Dây phối,337.000000,3917,TTDKTY-220525-SG530-Blush-Blank,5-DA2011-LUS-05-PI,0.540000
Khóa gai,56.200000,6600,TTDKTY-220525-SG530-Blush-Blank,9-GDATMG-WHI-20-AN,0.090000
Khóa bông,43.700000,6599,TTDKTY-220525-SG530-Blush-Blank,9-GDATMB-WHI-20-AN,0.070000
Nhãn ép nhiệt,606.000000,5733,TTDKTY-220525-SG530-Blush-Blank,8-TA0140-000-EN-TG,1.000000
Khóa,606.000000,2490,TTDKTY-220525-SG530-Blush-Blank,6-NHCD20-BLK-00-NC,1.000000
Chỉ may,6.000000,3341,TTDKTY-220525-SG530-Blush-Blank,7-CM3101-PNK-50-PP,0.010000
Chỉ viền,2.000000,3318,TTDKTY-220525-SG530-Blush-Blank,7-CM1712-WHI-50-PP,0.003300
Chỉ đai,4.000000,3645,TTDKTY-220525-SG530-Blush-Blank,7-CM9631-GRY-50-PP,0.006600
Sticker két,606.000000,9045,TTDKTY-220525-SG530-Blush-Blank,9-STA003-000-00-TL,1.000000
Giấy lót nón,606.000000,6199,TTDKTY-220525-SG530-Blush-Blank,9-GL350G-000-00-NA,1.000000
Bao nylon,12.000000,6740,TTDKTY-220525-SG530-Blush-Blank,9-B36100-WHI-00-HN,0.020000
Thùng lớn,3.000000,6789,TTDKTY-220525-SG530-Blush-Blank,9-804737-Y00-5L-BN,0.005000
Mặt,2.944200,82,TTD-220527-Hubb&Wills 5-Style 5,1-CVAC06-BLK-00-HV,0.026500
Hông,4.110700,1929,TTD-220527-Hubb&Wills 5-Style 5,1-L03090-BL2-07-DD,0.037000
Đuôi,4.666200,1929,TTD-220527-Hubb&Wills 5-Style 5,1-L03090-BL2-07-DD,0.042000
Két trên + nút,3.110800,82,TTD-220527-Hubb&Wills 5-Style 5,1-CVAC06-BLK-00-HV,0.028000
Két dưới,2.333100,82,TTD-220527-Hubb&Wills 5-Style 5,1-CVAC06-BLK-00-HV,0.021000
Đai,66.660000,8706,TTD-220527-Hubb&Wills 5-Style 5,4-CVAC06-BLK-AC-35,0.600000
Viền,162.200000,9008,TTD-220527-Hubb&Wills 5-Style 5,4-KATE00-BLK-NL-28,1.460000
Két nhựa,111.100000,7578,TTD-220527-Hubb&Wills 5-Style 5,3-NH0675-BLK-23-CY,1.000000
Nút sắt,111.100000,6580,TTD-220527-Hubb&Wills 5-Style 5,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,3.666300,2346,TTD-220527-Hubb&Wills 5-Style 5,2-GANXAM-GRY-00-WW,0.033000
Dây size,66.660000,3983,TTD-220527-Hubb&Wills 5-Style 5,5-DAFELT-BLK-07-TA,0.600000
Khóa nhựa,111.100000,10218,TTD-220527-Hubb&Wills 5-Style 5,1-ASD234-TTT-DK-EV,1.000000
Nhãn dệt đai,111.100000,5669,TTD-220527-Hubb&Wills 5-Style 5,8-TA0075-000-DE-TL,1.000000
Chỉ may,1.111000,5948,TTD-220527-Hubb&Wills 5-Style 5,7-CM0BLK-BLK-50-PP,0.010000
Giấy lót nón,111.100000,6610,TTD-220527-Hubb&Wills 5-Style 5,9-L02680-450-00-TL,1.000000
Bao nylon,4.221800,6731,TTD-220527-Hubb&Wills 5-Style 5,9-B03680-WHI-00-HN,0.038000
Tem két,111.100000,8727,TTD-220527-Hubb&Wills 5-Style 5,9-STA001-000-00-DO,1.000000
Thùng carton to (100 pcs),1.111000,6788,TTD-220527-Hubb&Wills 5-Style 5,9-664740-Y00-5L-BN,0.010000
Thùng carton nhỏ (25 pcs),4.444000,6806,TTD-220527-Hubb&Wills 5-Style 5,9-642218-Y00-3L-BN,0.040000
Thẻ bài,111.100000,8726,TTD-220527-Hubb&Wills 5-Style 5,9-HTA001-000-00-DO,1.000000
Vải con giống mặt,2.222000,82,TTD-220527-Hubb&Wills 5-Style 5,1-CVAC06-BLK-00-HV,0.020000
Đạn,111.100000,7885,TTD-220527-Hubb&Wills 5-Style 5,9-DANHUA-WHI-35-AK,1.000000
Mặt,2.944200,102,TTD-220527-Hubb&Wills 5-Style 4,1-CVAC08-WHI-00-HV,0.026500
Hông,4.110700,1950,TTD-220527-Hubb&Wills 5-Style 4,1-L03090-WH2-00-DD,0.037000
Đuôi,4.666200,1950,TTD-220527-Hubb&Wills 5-Style 4,1-L03090-WH2-00-DD,0.042000
Két trên + nút,3.110800,102,TTD-220527-Hubb&Wills 5-Style 4,1-CVAC08-WHI-00-HV,0.028000
Két dưới,2.333100,102,TTD-220527-Hubb&Wills 5-Style 4,1-CVAC08-WHI-00-HV,0.021000
Đai,66.660000,8980,TTD-220527-Hubb&Wills 5-Style 4,4-CVAC08-WHI-AI-35,0.600000
Viền,162.206000,9005,TTD-220527-Hubb&Wills 5-Style 4,4-KATE00-WHI-NL-28,1.460000
Két nhựa,111.100000,7579,TTD-220527-Hubb&Wills 5-Style 4,3-NH0675-WHI-23-CY,1.000000
Nút sắt,111.100000,6580,TTD-220527-Hubb&Wills 5-Style 4,9-NS3C02-000-00-NT,1.000000
Keo dựng mặt,3.666300,2346,TTD-220527-Hubb&Wills 5-Style 4,2-GANXAM-GRY-00-WW,0.033000
Dây size,66.660000,3989,TTD-220527-Hubb&Wills 5-Style 4,5-DAFELT-WHI-07-TA,0.600000
Khóa nhựa,111.100000,2410,TTD-220527-Hubb&Wills 5-Style 4,6-NH7000-WHI-00-WW,1.000000
Nhãn dệt đai,111.100000,5669,TTD-220527-Hubb&Wills 5-Style 4,8-TA0075-000-DE-TL,1.000000
Chỉ may,1.111000,3318,TTD-220527-Hubb&Wills 5-Style 4,7-CM1712-WHI-50-PP,0.010000
Giấy lót nón,111.100000,6610,TTD-220527-Hubb&Wills 5-Style 4,9-L02680-450-00-TL,1.000000
Bao nylon,4.221800,6731,TTD-220527-Hubb&Wills 5-Style 4,9-B03680-WHI-00-HN,0.038000
Tem két,111.100000,8727,TTD-220527-Hubb&Wills 5-Style 4,9-STA001-000-00-DO,1.000000
Thùng carton to (100 pcs),1.111000,6788,TTD-220527-Hubb&Wills 5-Style 4,9-664740-Y00-5L-BN,0.010000
Thùng carton nhỏ (25 pcs),4.444000,6806,TTD-220527-Hubb&Wills 5-Style 4,9-642218-Y00-3L-BN,0.040000
Con giống mặt,2.222000,82,TTD-220527-Hubb&Wills 5-Style 4,1-CVAC06-BLK-00-HV,0.020000
Đạn,111.100000,7885,TTD-220527-Hubb&Wills 5-Style 4,9-DANHUA-WHI-35-AK,1.000000
Thẻ bài,111.100000,8726,TTD-220527-Hubb&Wills 5-Style 4,9-HTA001-000-00-DO,1.000000
Mặt,2.944200,96,TTD-220527-Hubb&Wills 5-Style 3,1-CVAC07-GRY-00-HV,0.026500
Hông,4.110700,1933,TTD-220527-Hubb&Wills 5-Style 3,1-L03090-GRY-00-DD,0.037000
Đuôi,4.666200,1933,TTD-220527-Hubb&Wills 5-Style 3,1-L03090-GRY-00-DD,0.042000
Két trên +nút,3.110800,96,TTD-220527-Hubb&Wills 5-Style 3,1-CVAC07-GRY-00-HV,0.028000
Két dưới,2.333100,96,TTD-220527-Hubb&Wills 5-Style 3,1-CVAC07-GRY-00-HV,0.021000
Đai,66.660000,8708,TTD-220527-Hubb&Wills 5-Style 3,4-CVAC07-GRY-AI-35,0.600000
Viền,162.206000,9011,TTD-220527-Hubb&Wills 5-Style 3,4-KATE00-GRY-NL-28,1.460000
Két nhựa,111.100000,7578,TTD-220527-Hubb&Wills 5-Style 3,3-NH0675-BLK-23-CY,1.000000
Nút sắt,111.100000,96,TTD-220527-Hubb&Wills 5-Style 3,1-CVAC07-GRY-00-HV,1.000000
Keo dựng mặt,3.666300,2346,TTD-220527-Hubb&Wills 5-Style 3,2-GANXAM-GRY-00-WW,0.033000
Dây size,66.660000,4012,TTD-220527-Hubb&Wills 5-Style 3,5-DAFELT-GRY-07-TA,0.600000
Khóa nhựa,111.100000,2433,TTD-220527-Hubb&Wills 5-Style 3,6-NH7000-DPY-00-WW,1.000000
Nhãn dệt đai,111.100000,5669,TTD-220527-Hubb&Wills 5-Style 3,8-TA0075-000-DE-TL,1.000000
Chỉ may,1.111000,3646,TTD-220527-Hubb&Wills 5-Style 3,7-CM9633-QRY-50-PP,0.010000
Giấy lót nón logo DYC,111.100000,6610,TTD-220527-Hubb&Wills 5-Style 3,9-L02680-450-00-TL,1.000000
Bao nylon,4.221800,6731,TTD-220527-Hubb&Wills 5-Style 3,9-B03680-WHI-00-HN,0.038000
Tem két,111.100000,8727,TTD-220527-Hubb&Wills 5-Style 3,9-STA001-000-00-DO,1.000000
Thùng carton to (100 pcs),1.111000,6788,TTD-220527-Hubb&Wills 5-Style 3,9-664740-Y00-5L-BN,0.010000
Thùng carton nhỏ (25 pcs),4.444000,6806,TTD-220527-Hubb&Wills 5-Style 3,9-642218-Y00-3L-BN,0.040000
Thẻ bài,111.100000,8726,TTD-220527-Hubb&Wills 5-Style 3,9-HTA001-000-00-DO,1.000000
Vải con giống,2.222000,96,TTD-220527-Hubb&Wills 5-Style 3,1-CVAC07-GRY-00-HV,0.020000
Đạn,111.100000,7885,TTD-220527-Hubb&Wills 5-Style 3,9-DANHUA-WHI-35-AK,1.000000
Nút sắt,111.000000,6580,TTD-220527-Hubb&Wills 5-Style 3,9-NS3C02-000-00-NT,
Mặt + Nút,1.500000,2029,BF-220605-FCSG22 06 54cm,1-L31014-WHI-L1-DD,0.026400
Hông,1.400000,2027,BF-220605-FCSG22 06 54cm,1-L31014-WHI-00-DD,0.025000
Đuôi,1.700000,2027,BF-220605-FCSG22 06 54cm,1-L31014-WHI-00-DD,0.030000
Két trên,1.300000,2029,BF-220605-FCSG22 06 54cm,1-L31014-WHI-L1-DD,0.023000
Két dưới,1.200000,2029,BF-220605-FCSG22 06 54cm,1-L31014-WHI-L1-DD,0.021800
Đai,33.000000,8458,BF-220605-FCSG22 06 54cm,4-CVAC06-BLK-A6-35,0.600000
Viền,74.300000,8049,BF-220605-FCSG22 06 54cm,4-KATEIN-BLK-N0-28,1.350000
Két nhựa size 54,50.000000,7570,BF-220605-FCSG22 06 54cm,3-N950KV-WHI-23-CY,1.000000
Nút sắt,50.000000,6580,BF-220605-FCSG22 06 54cm,9-NS3C02-000-00-NT,1.000000
Dây size,33.000000,3983,BF-220605-FCSG22 06 54cm,5-DAFELT-BLK-07-TA,0.600000
Keo dựng mặt,1.800000,2346,BF-220605-FCSG22 06 54cm,2-GANXAM-GRY-00-WW,0.033000
Khóa,50.000000,2410,BF-220605-FCSG22 06 54cm,6-NH7000-WHI-00-WW,1.000000
Nhãn,50.000000,4382,BF-220605-FCSG22 06 54cm,8-BF0092-000-00-TL,1.000000
Chỉ may viền,0.600000,5948,BF-220605-FCSG22 06 54cm,7-CM0BLK-BLK-50-PP,0.010000
Giấy lót nón,50.000000,8916,BF-220605-FCSG22 06 54cm,9-GL2608-450-00-TA,1.000000
Bao nylon,2.000000,6731,BF-220605-FCSG22 06 54cm,9-B03680-WHI-00-HN,0.040000
Chỉ may nón,0.400000,3318,BF-220605-FCSG22 06 54cm,7-CM1712-WHI-50-PP,0.008000
Mặt,3.600000,131,JP-220608-NAKAJIMA RACING 2022,1-CVAC14-NAV-00-HV,0.023300
