Mã đơn hàng,Mã NPL,Mã LSX,SL LSX,Tổng đã xuất
CIE-211222-GOCap SC - Mountain Cut-Whitaker,9-HCI002-000-00-TR,PYC-787-PHOI,1603.0,1603.0
CIE-211222-GOCap SC - WWMCity -Boston,9-HCI002-000-00-TR,PYC-735-PHOI,1053.0,1053.0
CIE-211222-GOCap SC - WWMCity -London,9-HCI002-000-00-TR,PYC-735-PHOI,803.0,803.0
CIE-211222-GOCap SC - WWMCity -Los Angeles,9-HCI002-000-00-TR,PYC-735-PHOI,703.0,703.0
CIE-211222-GOCap SC - WWMCity -Paris,9-HCI002-000-00-TR,PYC-735-PHOI,653.0,653.0
CIE-211222-GOCap SC - WWMCity -Tokyo,9-HCI002-000-00-TR,PYC-735-PHOI,953.0,953.0
CIE-211222-GOCap SC - WWMCity Boston,9-HCI002-000-00-TR,PYC-196-PHOI,31.0,31.0
CIE-211222-GOCap SC - WWMCity Los Angeles,9-HCI002-000-00-TR,PYC-196-PHOI,8.0,8.0
CIE-211222-GOCap SC - WWMCity Paris,9-HCI002-000-00-TR,PYC-196-PHOI,8.0,8.0
CIE-211222-GOCap SC - WWMCity Tokyo,9-HCI002-000-00-TR,PYC-196-PHOI,8.0,8.0
CIE-211222-PBCap - Century Bar  RedRocks ML,9-HCI002-000-00-TR,PYC-198-PHOI,8.0,8.0
CIE-211222-PBCap - Century Bar-RedRocks-60cm,9-HCI002-000-00-TR,PYC-737-PHOI,753.0,753.0
CIE-211222-PBCap - Century Bar-Whitaker-60cm,9-HCI002-000-00-TR,PYC-737-PHOI,753.0,753.0
CIE-211222-PYNCap - Standard Stripe Small Ghost ML,9-HCI002-000-00-TR,PYC-198-PHOI,8.0,8.0
CIE-211222-PYNCap - Standard Stripe Small Ghost SM,9-HCI002-000-00-TR,PYC-198-PHOI,8.0,8.0
CIE-211222-PYNCap - Standard Stripe Small-Ghost LXL,9-HCI002-000-00-TR,PYC-765-PHOI,609.03,609.03
CIE-211222-PYNCap - Standard Stripe Small-Ghost SM,9-HCI002-000-00-TR,PYC-765-PHOI,659.53,659.53
CIE-211222-PYNCap - Standard Stripe Small-Shadowcast LXL,9-HCI002-000-00-TR,PYC-765-PHOI,579.0,579.0
CIE-211222-PYNCap - Standard Stripe Small-Shadowcast SM,9-HCI002-000-00-TR,PYC-765-PHOI,503.0,503.0
CIE-211222-RDCap Elite - Circle C - Mach,9-HCI002-000-00-TR,PYC-199-PHOI,34.1,34.1
CIE-211222-RDCap Elite - Circle C Earthship,9-HCI002-000-00-TR,PYC-199-PHOI,8.0,8.0
CIE-211222-RDCap Elite - Circle C-Earthship,9-HCI002-000-00-TR,PYC-736-PHOI,303.0,303.0
CIE-211222-RDCap Elite - Circle C-Mach,9-HCI002-000-00-TR,PYC-736-PHOI,303.0,91.64
CIE-211222-RDCap Elite - Circle C-Mach,9-HCI002-000-00-TR,PYC-736-PHOI,303.0,211.36
CIE-211222-RDCap Elite - Circle C-Shadowcast,9-HCI002-000-00-TR,PYC-736-PHOI,453.0,453.0
CIE-211222-RDCap SC - Velocity Box - Seaton,9-HCI002-000-00-TR,PYC-199-PHOI,8.0,8.0
CIE-211222-RDCap SC - Velocity Box-Seaton,9-HCI002-000-00-TR,PYC-761-PHOI,579.0,579.0
CIE-211222-RDCap SC - Velocity Box-Whitaker,9-HCI002-000-00-TR,PYC-761-PHOI,579.0,579.0
CIE-220211-CLB Lost Boys,9-HCI002-000-00-TR,PYC-69-PHOI,304.0,304.0
CIE-220224-CLB Harricana,9-HCI002-000-00-TR,PYC-29-PHOI,303.0,303.0
CIE-220309-Norda 2022,9-HCI002-000-00-TR,PYC-528-PHOI,553.0,553.0
CIE-220405-CLB Black,9-HCI002-000-00-TR,PYC-130-PHOI,1514.0,1514.0
CIE-220405-CLB Burgundy,9-HCI002-000-00-TR,PYC-130-PHOI,410.0,410.0
CIE-220405-CLB Forest,9-HCI002-000-00-TR,PYC-130-PHOI,700.0,700.0
CIE-220405-CLB Navy,9-HCI002-000-00-TR,PYC-130-PHOI,1010.0,1010.0
CIE-220405-CLB Purple,9-HCI002-000-00-TR,PYC-130-PHOI,314.0,314.0
CIE-220405-CLB Red,9-HCI002-000-00-TR,PYC-130-PHOI,314.0,314.0
CIE-220405-CLB Royal,9-HCI002-000-00-TR,PYC-130-PHOI,506.0,506.0
CIE-220405-CLB White,9-HCI002-000-00-TR,PYC-130-PHOI,866.0,866.0
CIE-220505-CLB Rabbit Burgundy,9-HCI002-000-00-TR,PYC-29-PHOI,104.0,104.0
CIE-220505-CLB Rabbit Navy,9-HCI002-000-00-TR,PYC-29-PHOI,204.0,204.0
CIE-220519 - ALZCap - Velocity Box Occi,9-HCI002-000-00-TR,PYC-463-PHOI,31.93,31.93
CIE-220519 - ALZCap - Velocity Box Red Planet,9-HCI002-000-00-TR,PYC-463-PHOI,31.93,31.93
CIE-220519 - ALZCap - Velocity Box Shim,9-HCI002-000-00-TR,PYC-463-PHOI,31.93,31.93
CIE-220519 - ALZCap Carbon - Iconic VC Lakaga,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - ALZCap Carbon - Iconic VC Occi,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - ALZCap Carbon - Iconic VC Vitala,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - ALZCap SC - Ultra Athletics Bluenote,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - ALZCap SC - Ultra Athletics October,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - BCHat V Elite - Circle C Sable LXL,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - BCHat V Elite - Circle C Sable SM,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,2.23
CIE-220519 - BCHat V Elite - Circle C Sable SM,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,28.77
CIE-220519 - BCHat V Elite - Circle C Shadowcast LXL,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - BCHat V Elite - Circle C Shadowcast SM,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - CRWCap SC - Clean Sable,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - CRWCap SC - Clean Shadowcast,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - FLTCap WND - Ultra Iconic Whitaker LXL,9-HCI002-000-00-TR,PYC-752-PHOI,30.0,30.0
CIE-220519 - FSTCap SC - Clean Sable,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - FSTCap SC - Clean Shadowcast,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap - Over Red Earth,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap - Over Shadowcast,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap - Over Skala,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap - RCC Bigsky,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap - RCC Fourche,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap - RCC Peat,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap - RUN in Peace Cabri,9-HCI002-000-00-TR,PYC-463-PHOI,31.31,31.31
CIE-220519 - GOCap - RUN in Peace Dove,9-HCI002-000-00-TR,PYC-463-PHOI,31.31,31.31
CIE-220519 - GOCap - RUN in Peace Shim,9-HCI002-000-00-TR,PYC-463-PHOI,31.31,31.31
CIE-220519 - GOCap Elite - Circle C Lavacast,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap Elite - Circle C Westa,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Badge Plus Caralatte,9-HCI002-000-00-TR,PYC-463-PHOI,31.93,31.93
CIE-220519 - GOCap SC - Badge Plus Scout,9-HCI002-000-00-TR,PYC-463-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Badge Plus Uniform,9-HCI002-000-00-TR,PYC-463-PHOI,31.93,31.93
CIE-220519 - GOCap SC - Clean Sable,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Clean Shadowcast,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity Berlin,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity Chamonix,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity Chicago,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity Montreal,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - WWMCity New York,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Winc Dove,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Winc Sable,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap SC - Winc Whitaker,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - GOCap Sherpa - Ultra Iconic Acres,9-HCI002-000-00-TR,PYC-752-PHOI,30.0,30.0
CIE-220519 - PBCap - Century Bar Baptisia,9-HCI002-000-00-TR,PYC-463-PHOI,31.31,31.31
CIE-220519 - PBCap - Century Bar Tuck,9-HCI002-000-00-TR,PYC-463-PHOI,31.31,31.31
CIE-220519 - PYNCap - Iconic VC Minde SM,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - PYNCap - Iconic VC Moya LXL,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - PYNCap - Iconic VC Sanyon SM,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - RDCap Elite - Circle C -  Red Planet Red Planet,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - RDCap Elite - Circle C Lavacast,9-HCI002-000-00-TR,PYC-606-PHOI,31.0,31.0
CIE-220519 - WBKTHat - Iconic Athletics Cormon LXL,9-HCI002-000-00-TR,PYC-768-PHOI,30.0,30.0
CIE-220519 - WBKTHat - Iconic Athletics Mars One SM,9-HCI002-000-00-TR,PYC-768-PHOI,30.0,30.0
CIE-220519 - WBKTHat - Iconic Athletics Sable LXL,9-HCI002-000-00-TR,PYC-768-PHOI,30.0,30.0
CIE-220607-Made X for 7Mesh-GC Black-v2,9-HCI002-000-00-TR,PYC-808-PHOI,502.0,502.0
CIE-220607-Made X for 7Mesh-GC Boreal,9-HCI002-000-00-TR,PYC-808-PHOI,502.0,502.0
CIE-220607-Made X for 7Mesh-GC Hinterland-v2,9-HCI002-000-00-TR,PYC-808-PHOI,502.0,502.0
CIE-220607-Made X for 7Mesh-GC Hot Fawn,9-HCI002-000-00-TR,PYC-808-PHOI,502.0,502.0
CIE-220618-CLB P3 Black,9-HCI002-000-00-TR,PYC-356-PHOI,2808.0,2808.0
CIE-220618-CLB P3 Burgundy,9-HCI002-000-00-TR,PYC-356-PHOI,720.0,720.0
CIE-220618-CLB P3 Forest,9-HCI002-000-00-TR,PYC-418-PHOI,1200.0,1200.0
CIE-220618-CLB P3 Navy,9-HCI002-000-00-TR,PYC-418-PHOI,1800.0,1800.0
CIE-220618-CLB P3 Purple,9-HCI002-000-00-TR,PYC-356-PHOI,480.0,480.0
CIE-220618-CLB P3 Red,9-HCI002-000-00-TR,PYC-356-PHOI,480.0,480.0
CIE-220618-CLB P3 Royal,9-HCI002-000-00-TR,PYC-356-PHOI,912.0,912.0
CIE-220618-CLB P3 White,9-HCI002-000-00-TR,PYC-356-PHOI,1608.0,1608.0
CIE-220714-Elena Forest,9-HCI002-000-00-TR,PYC-373-PHOI,202.0,202.0
CIE-220714-Elena White,9-HCI002-000-00-TR,PYC-373-PHOI,302.0,302.0
CIE-220801-Tracksmith JA Marathon Berlin,9-HCI002-000-00-TR,PYC-323-PHOI,978.0,978.0
CIE-220801-Tracksmith JA Marathon Chicago,9-HCI002-000-00-TR,PYC-323-PHOI,1402.0,1402.0
CIE-220801-Tracksmith JA Marathon London,9-HCI002-000-00-TR,PYC-323-PHOI,978.0,978.0
CIE-220801-Tracksmith JA Marathon New York,9-HCI002-000-00-TR,PYC-323-PHOI,1402.0,1402.0
CIE-220818-CLB UTCT,9-HCI002-000-00-TR,PYC-416-PHOI,508.03,508.03
CIE-220920-CLB Mine Raglan,9-HCI002-000-00-TR,PYC-827-PHOI,303.0,303.0
CIE-220920-Madeby RC BK - Black-LXL,9-HCI002-000-00-TR,PYC-572-PHOI,350.0,350.0
CIE-220920-Madeby RC BK - Black-SM,9-HCI002-000-00-TR,PYC-572-PHOI,235.0,235.0
CIE-220920-Madeby RC BK - Grey-LXL,9-HCI002-000-00-TR,PYC-572-PHOI,350.0,350.0
CIE-220920-Madeby RC BK - Grey-SM,9-HCI002-000-00-TR,PYC-572-PHOI,235.0,235.0
CIE-220920-Madeby RC GC - Black,9-HCI002-000-00-TR,PYC-572-PHOI,580.0,580.0
CIE-220920-Madeby RC GC - Grey,9-HCI002-000-00-TR,PYC-572-PHOI,580.0,580.0
CIE-221027-Naak,9-HCI002-000-00-TR,PYC-808-PHOI,302.0,302.0
CIE-220801-Tracksmith JA Marathon Berlin,9-HCI016-000-00-CI,PYC-414-PHOI,978.0,978.0
CIE-220801-Tracksmith JA Marathon Chicago,9-HCI016-000-00-CI,PYC-414-PHOI,1402.0,1402.0
CIE-220801-Tracksmith JA Marathon London,9-HCI016-000-00-CI,PYC-414-PHOI,978.0,978.0
CIE-220801-Tracksmith JA Marathon New York,9-HCI016-000-00-CI,PYC-414-PHOI,1402.0,1402.0
CIE-220801-Tracksmith JA Marathon Berlin,9-HCI017-000-00-CI,PYC-414-PHOI,978.0,978.0
CIE-220801-Tracksmith JA Marathon Chicago,9-HCI017-000-00-CI,PYC-414-PHOI,1402.0,1402.0
CIE-220801-Tracksmith JA Marathon London,9-HCI017-000-00-CI,PYC-414-PHOI,978.0,978.0
CIE-220801-Tracksmith JA Marathon New York,9-HCI017-000-00-CI,PYC-414-PHOI,1402.0,1402.0
CIE-220920-Madeby RC BK - Black-LXL,9-HCI019-000-00-CI,PYC-572-PHOI,350.0,350.0
CIE-220920-Madeby RC BK - Black-SM,9-HCI019-000-00-CI,PYC-572-PHOI,235.0,235.0
CIE-220920-Madeby RC BK - Grey-LXL,9-HCI019-000-00-CI,PYC-572-PHOI,350.0,350.0
CIE-220920-Madeby RC BK - Grey-SM,9-HCI019-000-00-CI,PYC-572-PHOI,235.0,235.0
CIE-220920-Madeby RC GC - Black,9-HCI019-000-00-CI,PYC-572-PHOI,580.0,580.0
CIE-220920-Madeby RC GC - Grey,9-HCI019-000-00-CI,PYC-572-PHOI,580.0,580.0
CIE-210808-ALZCap SC - Velocity Box - Indigo,9-HCI006-000-00-TR,PYC-69-PHOI,465.0,465.0
CIE-210808-ALZCap SC - Velocity Box - Petra,9-HCI006-000-00-TR,PYC-69-PHOI,392.0,392.0
CIE-210808-ALZCap SC - Velocity Box - Shadowcast,9-HCI006-000-00-TR,PYC-69-PHOI,591.0,591.0
CIE-210808-ALZCap SC - Velocity Box - Stadium-Sublimation,9-HCI006-000-00-TR,PYC-113-PHOI,149.0,149.0
CIE-210808-ALZCap SC- Velocity Box - Stadium,9-HCI006-000-00-TR,PYC-69-PHOI,347.0,347.0
CIE-210808-CRWCap SC - Chicago,9-HCI006-000-00-TR,PYC-123-PHOI,695.0,695.0
CIE-210808-GoCap SC-Berlin 22,9-HCI006-000-00-TR,PYC-69-PHOI,886.0,886.0
CIE-210808-RDCap SC - Frame S - Petra,9-HCI006-000-00-TR,PYC-123-PHOI,435.0,435.0
CIE-210808-RDCap SC - Frame S - Scout,9-HCI006-000-00-TR,PYC-170-PHOI,420.0,420.0
CIE-210808-RDCap SC - Frame S - Shadowcast,9-HCI006-000-00-TR,PYC-123-PHOI,344.0,149.0
CIE-210808-RDCap SC - Frame S - Shadowcast,9-HCI006-000-00-TR,PYC-123-PHOI,344.0,195.0
CIE-210808-RDCap SC - Frame S - Shadowcast,9-HCI006-000-00-TR,PYC-170-PHOI,165.0,165.0
CIE-210808-RDCap SC - Frame S - Uniform,9-HCI006-000-00-TR,PYC-123-PHOI,430.0,430.0
CIE-210808-TRKCap SC - NYNY,9-HCI006-000-00-TR,PYC-170-PHOI,921.0,921.0
CIE-211222-ALZCap - Morning Run -Byrun,9-HCI006-000-00-TR,PYC-718-PHOI,811.0,811.0
CIE-211222-ALZCap - Morning Run -Quasi Edition,9-HCI006-000-00-TR,PYC-718-PHOI,710.03,710.03
CIE-211222-ALZCap - Morning Run Byrun,9-HCI006-000-00-TR,PYC-195-PHOI,8.0,8.0
CIE-211222-ALZCap - Morning Run Quasi Edition,9-HCI006-000-00-TR,PYC-195-PHOI,8.0,8.0
CIE-211222-ALZCap - Morning Run- Pinard,9-HCI006-000-00-TR,PYC-718-PHOI,811.03,811.03
CIE-211222-ALZCap Carbon - Iconic VC - Corman,9-HCI006-000-00-TR,PYC-195-PHOI,8.0,8.0
CIE-211222-ALZCap Carbon - Iconic VC-Belmont,9-HCI006-000-00-TR,PYC-788-PHOI,803.0,803.0
CIE-211222-ALZCap Carbon - Iconic VC-Corman,9-HCI006-000-00-TR,PYC-788-PHOI,1003.0,1003.0
CIE-211222-ALZCap Carbon - Iconic VC-Steeldan,9-HCI006-000-00-TR,PYC-788-PHOI,1003.0,1003.0
CIE-211222-ALZCap Carbon SC - Sunday Love-Sable,9-HCI006-000-00-TR,PYC-723-PHOI,710.0,710.0
CIE-211222-ALZCap Carbon SC - Sunday Love-Whitaker,9-HCI006-000-00-TR,PYC-723-PHOI,703.0,703.0
CIE-211222-ALZCap SC - Pack-Leopold,9-HCI006-000-00-TR,PYC-818-PHOI,753.0,753.0
CIE-211222-ALZCap SC - Pack-Minter,9-HCI006-000-00-TR,PYC-818-PHOI,803.0,803.0
CIE-211222-BCHat V Elite - Circle C-Boreal-56.5cm,9-HCI006-000-00-TR,PYC-819-PHOI,153.0,153.0
CIE-211222-BCHat V Elite - Circle C-Boreal-60cm,9-HCI006-000-00-TR,PYC-819-PHOI,153.0,153.0
CIE-211222-BCHat V Elite - Circle C-Polaris-56.5cm,9-HCI006-000-00-TR,PYC-819-PHOI,154.0,154.0
CIE-211222-BCHat V Elite - Circle C-Polaris-60cm,9-HCI006-000-00-TR,PYC-819-PHOI,153.0,153.0
CIE-211222-BCHat V Elite - Circle C-Whitaker-56.5cm,9-HCI006-000-00-TR,PYC-819-PHOI,178.0,178.0
CIE-211222-BCHat V Elite - Circle C-Whitaker-60cm,9-HCI006-000-00-TR,PYC-819-PHOI,203.0,203.0
CIE-211222-BKTHat - DFL Ecolier - ML,9-HCI006-000-00-TR,PYC-199-PHOI,8.0,8.0
CIE-211222-BKTHat - DFL Ecolier - SM,9-HCI006-000-00-TR,PYC-199-PHOI,8.0,8.0
CIE-211222-BKTHat - DFL-Ecolier-56.5cm,9-HCI006-000-00-TR,PYC-790-PHOI,353.0,353.0
CIE-211222-BKTHat - DFL-Ecolier-60cm,9-HCI006-000-00-TR,PYC-790-PHOI,353.0,353.0
CIE-211222-BKTHat - DFL-Whitaker-56.5cm,9-HCI006-000-00-TR,PYC-790-PHOI,503.0,503.0
CIE-211222-BKTHat - DFL-Whitaker-60cm,9-HCI006-000-00-TR,PYC-790-PHOI,503.0,503.0
CIE-211222-BNDCKHat Carbon - Iconic VC - Cormon - SM,9-HCI006-000-00-TR,PYC-198-PHOI,8.0,8.0
CIE-211222-BNDCKHat Carbon - Iconic VC - Kits - SM,9-HCI006-000-00-TR,PYC-198-PHOI,8.0,8.0
CIE-211222-BNDCKHat Carbon - Iconic VC-Cormon-56.5cm,9-HCI006-000-00-TR,PYC-841-PHOI,419.0,419.0
CIE-211222-BNDCKHat Carbon - Iconic VC-Cormon-60cm,9-HCI006-000-00-TR,PYC-841-PHOI,391.0,391.0
CIE-211222-BNDCKHat Carbon - Iconic VC-Henri-56.5cm,9-HCI006-000-00-TR,PYC-841-PHOI,383.0,383.0
CIE-211222-BNDCKHat Carbon - Iconic VC-Henri-60cm,9-HCI006-000-00-TR,PYC-841-PHOI,353.0,353.0
CIE-211222-BNDCKHat Carbon - Iconic VC-Kits-56.5cm,9-HCI006-000-00-TR,PYC-841-PHOI,443.0,443.0
CIE-211222-BNDCKHat Carbon - Iconic VC-Kits-60cm,9-HCI006-000-00-TR,PYC-841-PHOI,454.3,454.3
CIE-211222-GOCap - DFL Ecolier,9-HCI006-000-00-TR,PYC-197-PHOI,8.0,8.0
CIE-211222-GOCap - DFL-Ecolier,9-HCI006-000-00-TR,PYC-820-PHOI,1003.0,1003.0
CIE-211222-GOCap - DFL-Whitaker,9-HCI006-000-00-TR,PYC-820-PHOI,1053.0,1053.0
CIE-211222-GOCap Carbon - Speed Play Steel,9-HCI006-000-00-TR,PYC-197-PHOI,8.0,8.0
CIE-211222-GOCap Carbon - Speed Play-Corman,9-HCI006-000-00-TR,PYC-723-PHOI,1013.0,1013.0
CIE-211222-GOCap Carbon - Speed Play-Steel,9-HCI006-000-00-TR,PYC-723-PHOI,1003.0,1003.0
CIE-211222-GOCap Elite - Circle C  - Boreal,9-HCI006-000-00-TR,PYC-197-PHOI,8.0,8.0
CIE-211222-GOCap Elite - Circle C  - Polaris,9-HCI006-000-00-TR,PYC-197-PHOI,8.0,8.0
CIE-211222-GOCap Elite - Circle C -Boreal,9-HCI006-000-00-TR,PYC-724-PHOI,356.53,356.53
CIE-211222-GOCap Elite - Circle C -Polaris,9-HCI006-000-00-TR,PYC-724-PHOI,306.0,306.0
CIE-211222-GOCap Elite - Circle C -Shadowcast,9-HCI006-000-00-TR,PYC-724-PHOI,457.0,457.0
CIE-211222-GOCap SC - Badge Plus-October,9-HCI006-000-00-TR,PYC-725-PHOI,803.0,803.0
CIE-211222-GOCap SC - Badge Plus-Trooper,9-HCI006-000-00-TR,PYC-725-PHOI,1003.0,1003.0
CIE-211222-GOCap SC - Badge Plus-Whitaker,9-HCI006-000-00-TR,PYC-725-PHOI,1253.0,1253.0
CIE-211222-GOCap SC - Mountain Cut Trooper,9-HCI006-000-00-TR,PYC-196-PHOI,8.0,8.0
CIE-211222-GOCap SC - Mountain Cut-Acres,9-HCI006-000-00-TR,PYC-787-PHOI,1403.0,1403.0
CIE-211222-GOCap SC - Mountain Cut-Trooper,9-HCI006-000-00-TR,PYC-787-PHOI,1203.0,1203.0
CIE-211222-GOCap SC - Mountain Cut-Whitaker,9-HCI006-000-00-TR,PYC-787-PHOI,1603.0,1603.0
CIE-211222-GOCap SC - WWMCity -Boston,9-HCI006-000-00-TR,PYC-735-PHOI,1053.0,1053.0
CIE-211222-GOCap SC - WWMCity -London,9-HCI006-000-00-TR,PYC-735-PHOI,803.0,803.0
CIE-211222-GOCap SC - WWMCity -Los Angeles,9-HCI006-000-00-TR,PYC-735-PHOI,703.0,703.0
CIE-211222-GOCap SC - WWMCity -Paris,9-HCI006-000-00-TR,PYC-735-PHOI,653.0,653.0
CIE-211222-GOCap SC - WWMCity -Tokyo,9-HCI006-000-00-TR,PYC-735-PHOI,953.0,953.0
CIE-211222-GOCap SC - WWMCity Boston,9-HCI006-000-00-TR,PYC-196-PHOI,31.0,31.0
CIE-211222-GOCap SC - WWMCity Los Angeles,9-HCI006-000-00-TR,PYC-196-PHOI,8.0,8.0
CIE-211222-GOCap SC - WWMCity Paris,9-HCI006-000-00-TR,PYC-196-PHOI,8.0,8.0
CIE-211222-GOCap SC - WWMCity Tokyo,9-HCI006-000-00-TR,PYC-196-PHOI,8.0,8.0
CIE-211222-PBCap - Century Bar  RedRocks ML,9-HCI006-000-00-TR,PYC-198-PHOI,8.0,8.0
CIE-211222-PBCap - Century Bar-RedRocks-60cm,9-HCI006-000-00-TR,PYC-737-PHOI,753.0,753.0
CIE-211222-PBCap - Century Bar-Whitaker-60cm,9-HCI006-000-00-TR,PYC-737-PHOI,753.0,753.0
CIE-211222-PYNCap - Standard Stripe Small Ghost ML,9-HCI006-000-00-TR,PYC-198-PHOI,8.0,8.0
CIE-211222-PYNCap - Standard Stripe Small Ghost SM,9-HCI006-000-00-TR,PYC-198-PHOI,8.0,8.0
CIE-211222-PYNCap - Standard Stripe Small-Ghost LXL,9-HCI006-000-00-TR,PYC-765-PHOI,609.03,609.03
CIE-211222-PYNCap - Standard Stripe Small-Ghost SM,9-HCI006-000-00-TR,PYC-765-PHOI,659.53,659.53
CIE-211222-PYNCap - Standard Stripe Small-Shadowcast LXL,9-HCI006-000-00-TR,PYC-765-PHOI,579.0,579.0
CIE-211222-PYNCap - Standard Stripe Small-Shadowcast SM,9-HCI006-000-00-TR,PYC-765-PHOI,503.0,503.0
CIE-211222-RDCap Elite - Circle C - Mach,9-HCI006-000-00-TR,PYC-199-PHOI,34.1,34.1
CIE-211222-RDCap Elite - Circle C Earthship,9-HCI006-000-00-TR,PYC-199-PHOI,8.0,8.0
CIE-211222-RDCap Elite - Circle C-Earthship,9-HCI006-000-00-TR,PYC-736-PHOI,303.0,303.0
CIE-211222-RDCap Elite - Circle C-Mach,9-HCI006-000-00-TR,PYC-736-PHOI,303.0,303.0
CIE-211222-RDCap Elite - Circle C-Shadowcast,9-HCI006-000-00-TR,PYC-736-PHOI,453.0,453.0
CIE-211222-RDCap SC - Velocity Box - Seaton,9-HCI006-000-00-TR,PYC-199-PHOI,8.0,8.0
CIE-211222-RDCap SC - Velocity Box-Seaton,9-HCI006-000-00-TR,PYC-761-PHOI,579.0,579.0
CIE-211222-RDCap SC - Velocity Box-Whitaker,9-HCI006-000-00-TR,PYC-761-PHOI,579.0,579.0
CIE-220211-CLB Lost Boys,9-HCI006-000-00-TR,PYC-69-PHOI,304.0,304.0
CIE-220224-CLB Harricana,9-HCI006-000-00-TR,PYC-29-PHOI,303.0,303.0
CIE-220309-Norda 2022,9-HCI006-000-00-TR,PYC-682-PHOI,553.0,553.0
CIE-220405-CLB Black,9-HCI006-000-00-TR,PYC-170-PHOI,1514.0,1514.0
CIE-220405-CLB Burgundy,9-HCI006-000-00-TR,PYC-170-PHOI,410.0,410.0
CIE-220405-CLB Forest,9-HCI006-000-00-TR,PYC-170-PHOI,700.0,700.0
CIE-220405-CLB Navy,9-HCI006-000-00-TR,PYC-170-PHOI,1010.0,1010.0
CIE-220405-CLB Purple,9-HCI006-000-00-TR,PYC-170-PHOI,314.0,314.0
CIE-220405-CLB Red,9-HCI006-000-00-TR,PYC-170-PHOI,314.0,314.0
CIE-220405-CLB Royal,9-HCI006-000-00-TR,PYC-170-PHOI,506.0,506.0
CIE-220405-CLB White,9-HCI006-000-00-TR,PYC-170-PHOI,866.0,866.0
CIE-220505-CLB Rabbit Burgundy,9-HCI006-000-00-TR,PYC-29-PHOI,104.0,104.0
CIE-220505-CLB Rabbit Navy,9-HCI006-000-00-TR,PYC-29-PHOI,204.0,204.0
CIE-220519 - ALZCap - Velocity Box Occi,9-HCI006-000-00-TR,PYC-463-PHOI,31.93,31.93
CIE-220519 - ALZCap - Velocity Box Red Planet,9-HCI006-000-00-TR,PYC-463-PHOI,31.93,31.93
CIE-220519 - ALZCap - Velocity Box Shim,9-HCI006-000-00-TR,PYC-463-PHOI,31.93,31.93
